TotalSpend,AvgTransactionValue,PurchaseFrequency,Cluster
-0.06170142816431206,-0.07026341151063888,-0.011458189609547545,3
-0.877743531947443,-0.93493297071245,-0.46749413606953183,0
-0.40585722136043945,-0.026271311034434745,-0.46749413606953183,3
1.032547041934244,-0.07676889979100074,1.3566496497704053,1
-0.7839286123220244,-0.04002805924387881,-0.9235300825295161,0
0.4158794206926657,1.5560602044896739,-0.46749413606953183,2
-0.4854822925014072,0.7262207093225856,-0.9235300825295161,2
0.4399704356215487,-1.0972499593864549,2.2687215426903737,1
-1.4063017123489852,-1.6379456404396886,-0.9235300825295161,0
-0.9571662035533585,-1.087868826189417,-0.46749413606953183,0
0.1436958081094616,0.24614601070572123,-0.011458189609547545,3
0.9649237161960852,0.2517197358608057,0.900613703310421,1
1.3857506413729626,0.7147723019306088,0.900613703310421,1
-1.7223950835230486,-1.5544079800519666,-1.8356019754494848,0
-1.2635389267872257,-0.45858713033918647,-1.3795660289895004,0
0.22269726987216107,0.367845831618917,-0.011458189609547545,3
0.7037517323712461,-0.39333211107616495,1.3566496497704053,1
0.7190848647158556,1.1325187889050357,-0.011458189609547545,2
-0.7010104460431852,-1.3620943983961031,0.44457775685043677,3
-1.3921282746376464,0.9894317539302349,-1.8356019754494848,2
1.0681255980417497,-0.0425139647396131,1.3566496497704053,1
0.6497329375431989,0.37189490819756155,0.44457775685043677,1
0.9252041750065709,0.7255254984636094,0.44457775685043677,1
0.08736309427257756,-0.7138950419785575,0.900613703310421,3
-1.0270432754656091,-1.2224237278949603,-0.46749413606953183,0
0.04471149495366286,0.8413413074703769,-0.46749413606953183,2
-0.494716087505938,-0.19737745032556062,-0.46749413606953183,3
1.8337702175969515,0.6946465494774029,1.3566496497704053,1
-0.9197934029189061,-1.0159039687874858,-0.46749413606953183,0
-0.5019696492215825,-0.7484858451332425,-0.011458189609547545,3
-0.7997157760560744,-0.7846831571906191,-0.46749413606953183,0
-1.528561972035755,-1.9518438767654425,-0.9235300825295161,0
-1.8241528173348291,-2.33818448906293,-1.8356019754494848,0
-0.21559071789622328,-0.7389467094682562,0.44457775685043677,3
-0.48122096174990836,-0.17139131109684794,-0.46749413606953183,3
-0.8694177997217936,-0.2595180653870058,-0.9235300825295161,0
0.4296644701070133,0.6866737449446866,-0.011458189609547545,2
-0.4214638665902541,-0.6244686546901252,-0.011458189609547545,3
0.4224601407107051,0.08013808438042273,0.44457775685043677,3
0.27465377754576,2.677839104103531,-0.9235300825295161,2
1.467377826833633,0.8045899334253914,0.900613703310421,1
-0.5824863723683196,0.4771666858431853,-0.9235300825295161,2
-1.2778491209411669,-1.3081488446722898,-0.9235300825295161,0
-0.12975690426109548,1.6395311527242613,-0.9235300825295161,2
1.3973694687364842,0.7275569587658135,0.900613703310421,1
1.1818577259678182,0.4904208357260103,0.900613703310421,1
-0.3264509605276362,-1.1692310684708036,0.900613703310421,3
0.20985310478291982,0.34805970923253066,-0.011458189609547545,3
-0.6300830846517461,-1.6775445700737137,1.3566496497704053,3
-0.21798122051291757,1.4130188146722813,-0.9235300825295161,2
1.2211013547370748,0.5336021578238234,0.900613703310421,1
-0.5357047284828045,-0.27630494981512,-0.46749413606953183,3
1.0115303118350685,0.8363449183172276,0.44457775685043677,1
2.5015902186296253,1.3376217925498979,1.3566496497704053,1
-0.33348571193511667,-0.48894045778201534,-0.011458189609547545,3
-0.15556010985136345,-0.21485041658117024,-0.011458189609547545,3
0.5848173893685725,0.2885608954351965,0.44457775685043677,3
-1.6799021216775527,-1.2271111344441201,-1.8356019754494848,0
1.972556125807826,0.8282692366220457,1.3566496497704053,1
-1.8516572730710743,-2.5500341980892243,-1.8356019754494848,0
-0.7270269916839135,0.10606453378790996,-0.9235300825295161,0
-0.9998396839030899,-0.594370940128779,-0.9235300825295161,0
-1.1428158095153096,0.00634039835028074,-1.3795660289895004,0
0.3131479810095544,0.507182941354389,-0.011458189609547545,2
2.2955310811736545,0.33197295129572946,2.2687215426903737,1
0.1815937534835081,2.4389112832366973,-0.9235300825295161,2
0.341084587104424,-0.024326125095682164,0.44457775685043677,3
1.3583227692445752,0.23688706608389787,1.3566496497704053,1
-0.32199270049878975,-0.47123575457341327,-0.011458189609547545,3
-0.18698674036145282,0.3951844719732745,-0.46749413606953183,2
-1.1304202055578052,-0.9296311101212655,-0.9235300825295161,0
-0.25585728485614767,-0.36935576323976604,-0.011458189609547545,3
-0.7695418345602255,-0.0030905934033091547,-0.9235300825295161,0
-0.2254262412482057,1.3939040272163825,-0.9235300825295161,2
1.3028270048364194,-0.15882250736865156,1.8126855962303896,1
-0.6204663716079277,-0.9310271497047458,-0.011458189609547545,3
-1.438685637957293,-1.7210900502405149,-0.9235300825295161,0
-1.3521352205629271,1.2974733654440052,-1.8356019754494848,2
0.429002568924816,1.5813300658636833,-0.46749413606953183,2
-1.3455709113179999,1.3480341551877508,-1.8356019754494848,2
0.041117535642065106,-0.4094027176495763,0.44457775685043677,3
2.245866611478076,1.661192037092257,0.900613703310421,1
-1.5450821503021555,-1.994258761494918,-0.9235300825295161,0
0.5326858334484423,-0.8179245356698289,1.8126855962303896,1
-0.4753568454911068,0.7522173820491619,-0.9235300825295161,2
-0.3898293662874089,-0.5757364801754454,-0.011458189609547545,3
1.7159736881967325,1.0781298250806919,0.900613703310421,1
-0.7286024259026959,-1.0976080983138061,-0.011458189609547545,0
-0.49839210068309714,2.488137829917762,-1.3795660289895004,2
0.36696984656025367,-0.40623263638786544,0.900613703310421,3
-0.18032943673555574,-0.6936807579837861,0.44457775685043677,3
-0.24690794325223037,0.27980053637890173,-0.46749413606953183,2
0.9997856685443527,-0.41817126942643146,1.8126855962303896,1
-1.258347652226029,-1.667822151545906,-0.46749413606953183,0
-1.1941815293568652,-0.1914786915221237,-1.3795660289895004,0
1.4253334261198742,2.220477435812663,-0.011458189609547545,2
-1.8214723910598172,-2.3175388332509006,-1.8356019754494848,0
-0.16919199204999577,-1.233799905587303,1.3566496497704053,3
1.7769615913398105,0.63995136182232,1.3566496497704053,1
0.8403057754388452,0.616538907238202,0.44457775685043677,1
1.1398242657694675,0.026517313507394436,1.3566496497704053,1
1.4578486379130806,0.3327102961461594,1.3566496497704053,1
-0.5496320045974588,-0.8219085386394521,-0.011458189609547545,3
1.7022269305863138,0.5679970379182522,1.3566496497704053,1
0.7330887244383668,0.4789012018246725,0.44457775685043677,1
-0.28883746855420295,-0.42016093013393974,-0.011458189609547545,3
0.08566731438430449,0.15675453443877846,-0.011458189609547545,3
0.7555660133445387,0.02135514716168285,0.900613703310421,1
1.1049568431634955,-0.7952338916867668,2.7247574891503583,1
-1.3812369915487712,1.0733205309133997,-1.8356019754494848,2
-0.8174175299865616,-1.2344255953603818,-0.011458189609547545,0
-0.8248078481448089,-0.14498383195360445,-0.9235300825295161,0
0.7356323942707764,-0.3626374983025657,1.3566496497704053,1
1.2653338585324767,1.9740020126101936,-0.011458189609547545,2
-0.18059200910535259,1.50901409186631,-0.9235300825295161,2
-0.38764126320576625,-0.959813092665518,0.44457775685043677,3
0.30685718464983247,1.346127592074497,-0.46749413606953183,2
-0.017802610088861078,-0.4850402546398377,0.44457775685043677,3
-1.2448689372431117,-1.8929040405880528,-0.011458189609547545,0
-0.5455457220924914,0.5720103006041619,-0.9235300825295161,2
-1.3636227617415497,-1.870539317924736,-0.46749413606953183,0
0.8781052561742182,0.15618993895330704,0.900613703310421,1
-1.1308414154010213,0.05245605199572227,-1.3795660289895004,0
0.43598808801295963,-0.3302891263644322,0.900613703310421,3
-0.2698775553517715,0.2355703788509878,-0.46749413606953183,3
0.6007741310914498,0.30904503761332236,0.44457775685043677,3
-0.12824164287705786,-0.6268141135476821,0.44457775685043677,3
-1.4737554600983167,-1.2681707091151866,-1.3795660289895004,0
-0.6168833528117385,0.3888538397574428,-0.9235300825295161,2
-1.5677508982279706,-0.36328004167222594,-1.8356019754494848,0
-0.8333906824825512,-0.16701990948358697,-0.9235300825295161,0
-0.8840233877917568,-0.2970173177802841,-0.9235300825295161,0
-0.318907475153674,0.14115863750240604,-0.46749413606953183,3
-0.4310751093763682,-0.6392745392867522,-0.011458189609547545,3
-0.18146725033800976,0.4058127713173245,-0.46749413606953183,2
0.4549480012153911,0.1218437135871044,0.44457775685043677,3
-0.07371958434023317,-0.08877708735514042,-0.011458189609547545,3
1.172241012924,1.8305947593003495,-0.011458189609547545,2
0.12927620880143798,-0.9464355503791522,1.3566496497704053,3
-0.8638490773790137,1.0806939794176955,-1.3795660289895004,2
3.9421716444905437,1.6002777218201532,2.2687215426903737,1
-0.6718977345419327,-0.5385574461172109,-0.46749413606953183,0
1.409858067074958,0.7412986591211674,0.900613703310421,1
-1.1830167333827848,-0.14848095324421368,-1.3795660289895004,0
1.2603231024755157,0.14253325897356442,1.3566496497704053,1
-0.49041646495051056,-0.18909812100502213,-0.46749413606953183,3
-0.2838376530126501,-1.5167214654744525,1.8126855962303896,3
1.0888414639671993,1.702119792561492,-0.011458189609547545,2
0.5128178574671288,0.8147695057604654,-0.011458189609547545,2
-1.5792493799220015,-0.4518456917066869,-1.8356019754494848,0
-1.7741984239809327,-1.9534168791130258,-1.8356019754494848,0
-0.04455764051964364,-0.04385382566782229,-0.011458189609547545,3
0.6988120896644384,0.43489927008379586,0.44457775685043677,1
0.1292597980283258,-0.2962518836022188,0.44457775685043677,3
1.0451012833651672,0.33994229482200566,0.900613703310421,1
2.2795305773891443,0.027221621478161914,2.7247574891503583,1
-0.8704352676547574,-1.3160981243931125,-0.011458189609547545,0
0.13632190072432662,1.0177457961867324,-0.46749413606953183,2
-0.7630486386654517,0.013580422548308881,-0.9235300825295161,0
-0.2956041773341823,-0.4305848796194422,-0.011458189609547545,3
-0.17804833927294347,-1.2423267721076283,1.3566496497704053,3
0.7302387201745276,-0.36783051274916323,1.3566496497704053,1
1.2625166758148618,1.1585435509592463,0.44457775685043677,1
-0.2076643144829735,-0.2951156702993662,-0.011458189609547545,3
1.7727932549692818,0.2433838934882388,1.8126855962303896,1
-0.5809218786649449,-0.3633748431529951,-0.46749413606953183,3
-0.6383212927541297,0.3338128022558493,-0.9235300825295161,2
0.8678649337521316,2.4264009989410753,-0.46749413606953183,2
0.5831325499957078,0.28639801720726965,0.44457775685043677,3
0.8010785574427008,1.258828068483202,-0.011458189609547545,2
0.9179287322601103,1.438832906769228,-0.011458189609547545,2
-0.6923236768090647,-1.3509429353248437,0.44457775685043677,3
1.2804372400535133,0.1618990947952051,1.3566496497704053,1
-0.3147391387831453,-0.4600618200400458,-0.011458189609547545,3
1.500609642386077,-0.2803055723035941,2.2687215426903737,1
-0.6214181964484421,0.37721081345256413,-0.9235300825295161,2
-0.5237795666878534,-0.25334192447316917,-0.46749413606953183,3
-0.41491049786073503,-0.0437042499981639,-0.46749413606953183,3
0.10148182940687522,-0.33191128503537737,0.44457775685043677,3
-0.06548684649555347,-0.5462539218893145,0.44457775685043677,3
0.8278992309659325,1.3001446605021325,-0.011458189609547545,2
0.20945924622822454,0.34745297975560663,-0.011458189609547545,3
-0.040553411880238185,-0.8546466499985274,0.900613703310421,3
-0.02351902938965204,1.9122925687279513,-0.9235300825295161,2
-0.9330478373359552,-0.42288559491457534,-0.9235300825295161,0
0.6264132289505948,0.989760399063569,-0.011458189609547545,2
1.9933649861142453,0.8483039495580049,1.3566496497704053,1
-0.4508063289150788,-0.6696700007210337,-0.011458189609547545,3
-0.2649215018718515,-0.38331896800733034,-0.011458189609547545,3
-0.25674346660421277,-0.370720904562847,-0.011458189609547545,3
-0.7628790606766243,-0.7137505825792891,-0.46749413606953183,0
-0.25055113488316494,0.27278522680195716,-0.46749413606953183,3
0.2198253845775054,-0.5681415272589383,0.900613703310421,3
0.3112333908131173,-0.06264699032229615,0.44457775685043677,3
0.8290534553414993,2.3516658316011014,-0.46749413606953183,2
-0.8416890634196801,-0.18832566449504845,-0.9235300825295161,0
-1.3869752918803786,-0.933963888909028,-1.3795660289895004,0
-0.8139931486637912,-0.8121755866137809,-0.46749413606953183,0
0.7063665155538091,1.1129264828793337,-0.011458189609547545,2
